GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC04_EST_VC01,HC04_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC04_EST_VC02,HC04_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC03_EST_VC03,HC03_MOE_VC03,HC04_EST_VC03,HC04_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC04_EST_VC04,HC04_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC04_EST_VC05,HC04_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC04_EST_VC06,HC04_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC04_EST_VC07,HC04_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC04_EST_VC08,HC04_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC04_EST_VC09,HC04_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC04_EST_VC10,HC04_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC04_EST_VC11,HC04_MOE_VC11,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC04_EST_VC13,HC04_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC04_EST_VC15,HC04_MOE_VC15,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC03_EST_VC18,HC03_MOE_VC18,HC04_EST_VC18,HC04_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC04_EST_VC19,HC04_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC04_EST_VC20,HC04_MOE_VC20
8600000US10037,10037,ZCTA5 10037,9109,351,3739,384,1172,215,5370,386,13.1,2.5,11.0,4.3,2.9,2.8,15.5,3.8,11.2,2.8,8.0,4.0,1.0,1.7,13.5,3.7,14.8,2.7,16.7,5.3,6.9,5.1,13.3,3.1,10.5,2.2,15.1,4.5,11.9,7.3,7.7,2.6,10.4,2.4,9.0,3.7,7.1,6.3,11.4,3.3,18.0,3.1,18.1,4.7,22.3,7.6,18.6,4.2,11.9,2.3,10.7,3.9,18.9,8.6,12.7,3.6,5.5,1.5,4.4,2.0,9.5,5.3,4.6,2.0,2.3,1.4,1.9,1.9,2.9,3.3,2.5,1.8,2.2,1.1,5.2,2.7,16.6,8.4,0.2,0.3,35491,5225,33982,7141,71422,14143,34938,6616,50691,4253,57341,8776,N,N,44453,3952,29.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.2,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),27.9,(X)
8600000US10038,10038,ZCTA5 10038,9780,399,4200,373,2900,337,5580,413,11.9,2.4,6.5,3.3,6.5,4.1,16.0,3.3,6.0,1.6,5.4,1.8,5.7,2.4,6.5,2.3,9.4,2.4,11.3,4.4,5.7,2.7,8.3,2.6,5.2,1.4,7.2,2.3,7.3,2.9,3.4,2.0,6.6,1.8,7.0,2.8,6.5,3.0,6.3,2.5,10.1,2.4,11.0,4.5,6.7,4.0,9.7,3.3,10.4,2.3,11.5,4.1,12.5,5.1,9.5,2.6,15.1,3.1,15.7,4.6,18.7,5.9,14.2,4.1,8.8,2.1,8.9,3.1,10.8,4.2,8.7,2.9,16.6,2.7,15.6,3.8,19.6,4.6,17.3,3.9,76379,8254,79323,16789,(X),(X),74414,14168,122181,14075,119710,18690,N,N,123631,22089,31.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),37.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.1,(X)
8600000US10039,10039,ZCTA5 10039,10631,351,5833,377,1755,287,4798,419,16.2,3.1,11.0,4.2,1.7,2.1,22.9,5.3,8.9,2.5,7.6,3.5,0.3,0.8,11.1,3.4,12.6,2.6,14.6,3.8,14.2,6.0,9.7,3.4,13.6,2.8,13.8,3.7,12.8,6.3,13.2,3.9,14.2,2.8,16.8,3.9,9.9,5.7,12.2,3.6,16.4,2.7,18.8,4.4,25.7,8.9,13.7,3.2,8.0,2.1,7.4,2.8,11.2,6.4,7.9,2.9,5.9,1.5,6.6,2.4,14.4,6.2,4.6,2.1,1.8,0.7,1.8,1.0,4.3,2.9,1.8,1.2,2.4,0.7,1.7,0.8,5.5,2.7,3.0,1.3,33558,3534,37089,4619,64792,12690,30473,4132,52332,6045,48885,3310,N,N,55261,12799,38.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),41.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),33.0,(X)
8600000US10040,10040,ZCTA5 10040,16002,363,8690,531,4608,484,7312,487,11.3,2.1,6.3,2.1,3.1,2.1,17.7,3.7,5.1,1.3,3.8,1.5,1.5,1.0,7.5,2.1,12.2,1.8,14.5,2.7,6.8,2.4,11.3,2.4,10.7,2.0,12.6,3.3,10.9,3.9,7.6,1.9,14.9,2.6,16.1,3.3,15.6,4.9,13.5,3.0,18.1,2.5,17.8,3.8,19.5,5.3,19.6,3.6,12.7,2.3,12.2,2.9,17.4,4.9,11.8,3.2,8.8,1.6,9.0,2.3,11.5,3.5,7.2,2.1,3.1,0.8,4.1,1.2,6.9,2.3,1.5,0.8,3.0,0.9,3.6,1.2,6.7,2.3,2.3,1.3,46200,2894,47108,4228,63133,7873,42000,5850,59397,2654,64262,3998,N,N,50784,3883,40.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),46.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X)
8600000US10044,10044,ZCTA5 10044,4622,294,2426,344,1627,288,2196,358,6.9,2.8,3.9,3.4,1.2,1.9,10.1,5.4,3.2,2.7,1.1,1.4,1.3,2.0,5.6,5.5,3.6,2.2,4.7,3.6,0.0,1.8,2.5,2.4,5.6,4.2,1.9,2.2,1.4,2.3,9.6,8.4,4.1,2.4,4.0,3.1,4.6,4.4,4.3,3.5,17.5,5.9,13.6,8.5,6.2,5.0,21.8,8.2,11.8,4.5,13.6,8.0,10.4,7.9,9.8,5.4,21.9,5.4,23.5,7.1,29.1,9.9,20.0,8.5,8.9,4.4,15.8,7.7,21.1,10.7,1.4,1.3,16.5,4.3,17.9,5.5,24.6,7.5,14.9,7.5,91383,15666,119329,23549,(X),(X),68523,15946,116875,11584,140187,16939,N,N,91122,17935,25.4,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),21.4,(X)
8600000US10065,10065,ZCTA5 10065,16742,650,6552,597,5703,559,10190,764,5.1,1.4,1.0,1.2,0.0,0.5,7.8,2.2,1.0,0.5,0.1,0.2,0.2,0.3,1.6,0.8,4.3,1.3,1.1,1.1,0.3,0.4,6.3,2.0,4.3,1.2,2.3,1.4,0.8,0.8,5.5,1.8,7.2,2.0,3.7,1.8,3.7,1.9,9.4,2.9,13.3,2.2,4.9,2.1,4.9,2.2,18.8,3.4,9.3,1.8,4.5,1.9,3.0,1.5,12.4,2.9,14.6,2.6,17.4,3.9,16.8,3.7,12.8,3.2,10.0,1.7,11.8,3.3,12.3,3.5,8.8,2.1,30.9,3.5,53.4,5.9,58.0,5.9,16.5,3.0,112869,11047,205840,17629,(X),(X),75956,6958,205447,19510,333274,39149,N,N,123166,12485,28.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),32.5,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),26.0,(X)
8600000US10069,10069,ZCTA5 10069,2850,487,1336,352,1118,295,1514,375,5.1,3.1,1.1,1.9,0.0,2.6,8.7,5.8,0.9,1.5,0.0,2.2,0.0,2.6,1.7,2.9,4.1,3.3,0.0,2.2,0.0,2.6,7.7,6.3,2.6,2.6,1.5,2.8,1.8,3.3,3.6,4.0,4.7,4.1,0.0,2.2,0.0,2.6,8.8,7.5,4.3,5.0,7.3,9.7,1.3,2.1,1.7,2.7,8.6,6.7,0.0,2.2,0.0,2.6,16.2,12.6,11.1,5.6,14.4,9.6,12.7,9.0,8.3,6.5,19.0,8.9,15.0,10.7,14.2,11.1,22.5,13.2,39.6,9.6,60.7,13.6,70.0,14.6,20.9,9.6,163750,25568,236287,31026,(X),(X),101806,76253,231265,39696,317091,68827,N,N,155529,45501,15.3,(X),(X),(X),(X),(X),(X),(X),(X),(X),7.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),22.7,(X)
8600000US10075,10075,ZCTA5 10075,14145,903,5825,750,5142,722,8320,887,4.3,1.5,1.8,1.4,1.6,1.4,6.0,2.7,2.1,1.3,0.2,0.4,0.0,0.6,3.5,2.1,5.9,3.2,4.5,4.7,3.8,5.1,7.6,4.3,4.1,1.8,1.1,1.1,1.2,1.3,6.2,2.8,4.6,2.1,1.2,1.5,1.3,1.7,7.1,3.1,12.2,3.2,7.1,3.6,5.2,3.5,15.7,4.7,12.7,3.5,8.9,4.7,6.5,3.9,15.3,4.7,14.9,3.8,16.4,5.3,16.9,5.7,13.8,5.3,8.0,2.9,9.2,4.2,9.9,4.8,6.3,3.5,31.3,4.5,49.5,7.9,53.5,8.2,18.5,5.5,111691,14719,188401,86157,(X),(X),80350,12659,205405,21321,310691,44482,N,N,130158,19400,27.0,(X),(X),(X),(X),(X),(X),(X),(X),(X),29.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),25.1,(X)
8600000US10103,10103,ZCTA5 10103,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10110,10110,ZCTA5 10110,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10111,10111,ZCTA5 10111,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10112,10112,ZCTA5 10112,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10115,10115,ZCTA5 10115,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10119,10119,ZCTA5 10119,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10128,10128,ZCTA5 10128,31920,791,13784,876,11077,790,18136,986,5.3,1.3,3.3,1.8,2.5,2.2,7.1,2.1,1.8,0.6,0.8,0.6,0.0,0.3,2.6,1.1,6.3,1.4,3.3,1.6,1.8,1.4,8.5,2.3,4.8,1.2,2.2,0.9,1.9,0.9,6.7,2.0,7.8,1.7,5.9,2.5,3.0,1.3,9.4,2.1,12.4,1.7,6.2,2.0,4.3,1.9,17.6,2.6,11.5,1.6,8.1,2.3,7.7,2.4,14.1,2.6,16.8,1.7,16.7,2.9,16.4,3.4,16.5,2.6,8.8,1.4,9.4,2.2,10.1,2.3,8.2,1.8,24.5,2.0,44.1,3.8,52.3,4.4,9.4,1.5,100200,6975,165192,20327,207070,15671,72043,4084,172532,10104,271760,21018,N,N,96147,5597,25.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),28.6,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),23.2,(X)
8600000US10152,10152,ZCTA5 10152,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10153,10153,ZCTA5 10153,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10154,10154,ZCTA5 10154,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10162,10162,ZCTA5 10162,671,238,279,164,233,153,392,243,0.0,4.4,0.0,10.2,0.0,12.1,0.0,7.4,0.0,4.4,0.0,10.2,0.0,12.1,0.0,7.4,0.0,4.4,0.0,10.2,0.0,12.1,0.0,7.4,0.0,4.4,0.0,10.2,0.0,12.1,0.0,7.4,0.0,4.4,0.0,10.2,0.0,12.1,0.0,7.4,7.6,13.0,18.3,26.8,21.9,31.2,0.0,7.4,14.2,15.8,0.0,10.2,0.0,12.1,24.2,25.2,13.1,16.1,14.7,22.8,17.6,27.2,12.0,22.3,26.2,24.5,16.5,26.2,0.0,12.1,44.9,37.9,38.9,21.0,50.5,33.5,60.5,34.4,18.9,20.9,193510,41091,"250,000+",***,"250,000+",***,192560,66977,216132,43805,252342,89845,N,N,173148,40017,43.1,(X),(X),(X),(X),(X),(X),(X),(X),(X),14.7,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),63.3,(X)
8600000US10165,10165,ZCTA5 10165,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10167,10167,ZCTA5 10167,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10168,10168,ZCTA5 10168,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10169,10169,ZCTA5 10169,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10170,10170,ZCTA5 10170,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10171,10171,ZCTA5 10171,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
8600000US10172,10172,ZCTA5 10172,0,11,0,11,0,11,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),-,(X)
